_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,price,image,image/_source,image/_title,image/_alt
,327,shopclues Result Data,shopclues Result Data,327,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=10,Xiaomi Redmi 2 - White - (6 Months Brand Warranty),6499,,,,
,328,shopclues Result Data,shopclues Result Data,328,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=10,Xiaomi Mi 4i - 16GB - (6 Months Brand Warranty),9999,,,,
,329,shopclues Result Data,shopclues Result Data,329,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=11,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,849,,,,
,330,shopclues Result Data,shopclues Result Data,330,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=12,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,699,,,,
,331,shopclues Result Data,shopclues Result Data,331,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=13,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,849,,,,
,332,shopclues Result Data,shopclues Result Data,332,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=14,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,697,,,,
,333,shopclues Result Data,shopclues Result Data,333,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=15,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,689,,,,
,334,shopclues Result Data,shopclues Result Data,334,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=16,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,689,,,,
,335,shopclues Result Data,shopclues Result Data,335,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=17,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,749,,,,
,336,shopclues Result Data,shopclues Result Data,336,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=18,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,749,,,,
,337,shopclues Result Data,shopclues Result Data,337,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=19,Usb Data Cable For Samsung Micromax Lg Motorola Nokia Karbon....,149,,,,
,338,shopclues Result Data,shopclues Result Data,338,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=20,Usb Data Cable For Samsung Micromax Lg Motorola Nokia Karbon....,125,,,,
,339,shopclues Result Data,shopclues Result Data,339,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=21,Usb Data Cable And Charging Cable For Android Smartphones (White)....,199,,,,
,340,shopclues Result Data,shopclues Result Data,340,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=22,Usb Data Cable And Charging Cable For Android Smartphones (White)....,175,,,,
,341,shopclues Result Data,shopclues Result Data,341,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=23,LG Tone 730 Wireless Bluetooth Stereo Headphones for Smartphones....,749,,,,
,342,shopclues Result Data,shopclues Result Data,342,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=24,SAMSUNG USB DATA CABLE,159,,,,
,343,shopclues Result Data,shopclues Result Data,343,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=25,OTG Cable & AUX Cable Combo,298,,,,
,344,shopclues Result Data,shopclues Result Data,344,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=26,Branded 13000 mAh Power Bank USB extended Battery For all....,823,,,,
,345,shopclues Result Data,shopclues Result Data,345,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=27,Flexible Long Lazy Metal Clamp Mobile Phone Holder For Smartphones....,299,,,,
,346,shopclues Result Data,shopclues Result Data,346,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=28,Branded 13000 mAh Power Bank USB extended Battery For all....,828,,,,
,347,shopclues Result Data,shopclues Result Data,347,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=29,Xtra Rock - 2600Mah Smart Power Bank Samsung Battery For....,399,,,,
,348,shopclues Result Data,shopclues Result Data,348,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=30,Cygnett UNIVERSAL BIKE MOUNT FOR SMARTPHONES (L) (CY1302ACBMU),699,,,,
,349,shopclues Result Data,shopclues Result Data,349,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=31,Smartphones BH-503 Stereo Bluetooth Headset - Limited Quantity,899,,,,
,350,shopclues Result Data,shopclues Result Data,350,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=32,Smartphones BH-503 Stereo Bluetooth Headset - Limited Quantity,899,,,,
,351,shopclues Result Data,shopclues Result Data,351,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=32,Smartphones BH-503 Stereo Bluetooth Headset - Limited Quantity,899,,,,
,352,shopclues Result Data,shopclues Result Data,352,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=33,Selfie Stick with Bluetooth Remote Monopod for Smartphones Apple....,666,,,,
,353,shopclues Result Data,shopclues Result Data,353,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=34,Wired Headset without Mic for SmartPhones - Pink,299,,,,
,354,shopclues Result Data,shopclues Result Data,354,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=35,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,749,,,,
,355,shopclues Result Data,shopclues Result Data,355,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=36,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,749,,,,
,356,shopclues Result Data,shopclues Result Data,356,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=37,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,749,,,,
,357,shopclues Result Data,shopclues Result Data,357,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=38,LG Tone HBS 730 Wireless Bluetooth Stereo Headphones for....,749,,,,
,358,shopclues Result Data,shopclues Result Data,358,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=39,Mobile Screen Enlarger/Magnifier/Zoomer 3D For All Smartphones,350,,,,
,359,shopclues Result Data,shopclues Result Data,359,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=40,Flashmob 2 Amp Wall Charger for Tablets and Smartphones C330WC,199,,,,
,360,shopclues Result Data,shopclues Result Data,360,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=41,DOMO nHance VR2 3D Video VR Headset for SmartPhones Inspired by....,1250,,,,
,361,shopclues Result Data,shopclues Result Data,361,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=42,Griffin 3200 mAh Power Bank -compatible with smartphones&tablets,499,,,,
,362,shopclues Result Data,shopclues Result Data,362,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=43,FAST SELLING OUT Sony Monitor HeadPhones MDR - ZX300AP With Mic,831,,,,
,363,shopclues Result Data,shopclues Result Data,363,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=44,SanDisk MicroSDHC 32 GB Memory Card class 10 Red MS132,899,,,,
,364,shopclues Result Data,shopclues Result Data,364,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=45,Lenovo A7000 Tempered Glass Screen Protector,199,,,,
,365,shopclues Result Data,shopclues Result Data,365,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=46,Verbatim Store'n'Go OTG Tiny USB Drive 32GB USB 3.0,1399,,,,
,366,shopclues Result Data,shopclues Result Data,366,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=47,Sony 10000 mah power bank,559,,,,
,367,shopclues Result Data,shopclues Result Data,367,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=48,Sony 10000 mah power bank,649,,,,
,368,shopclues Result Data,shopclues Result Data,368,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=49,Griffin Aux Lead,198,,,,
,369,shopclues Result Data,shopclues Result Data,369,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=50,Sony Power bank 10000 Mah- Limited time offer,797,,,,
,370,shopclues Result Data,shopclues Result Data,370,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=51,Sony 10000 mah power bank,700,,,,
,371,shopclues Result Data,shopclues Result Data,371,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=52,Sony 10000 mah power bank,659,,,,
,372,shopclues Result Data,shopclues Result Data,372,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=53,Sony 10000 mah power bank,699,,,,
,373,shopclues Result Data,shopclues Result Data,373,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=54,Sony 10000 mah power bank IMPORTED,699,,,,
,374,shopclues Result Data,shopclues Result Data,374,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=55,Sony Power Bank 10000 mah,692,,,,
,375,shopclues Result Data,shopclues Result Data,375,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=56,Sony power bank 10000 mah,768,,,,
,376,shopclues Result Data,shopclues Result Data,376,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=57,Samsung 2600mAh Power Bank,359,,,,
,377,shopclues Result Data,shopclues Result Data,377,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=58,Sony 10000 mah power bank IMPORTED,689,,,,
,378,shopclues Result Data,shopclues Result Data,378,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=59,Sony power bank 10000 mah,698,,,,
,379,shopclues Result Data,shopclues Result Data,379,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=60,Sony 10000 mah power bank,690,,,,
,380,shopclues Result Data,shopclues Result Data,380,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=61,Sony 10000 mah power bank,599,,,,
,381,shopclues Result Data,shopclues Result Data,381,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=62,Sony Mdr Zx300 On Ear Headphones,699,,,,
,382,shopclues Result Data,shopclues Result Data,382,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=63,new SONY EX-300AP NOW MAKE MUSIC YOUR PASSION,210,,,,
,383,shopclues Result Data,shopclues Result Data,383,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=64,best ever SONY EX-300AP NOW MAKE MUSIC YOUR PASSION,380,,,,
,384,shopclues Result Data,shopclues Result Data,384,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=65,SONY EX-300AP NOW MAKE MUSIC YOUR PASSION,330,,,,
,385,shopclues Result Data,shopclues Result Data,385,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=66,NEW Sony EX-300AP earphone,210,,,,
,386,shopclues Result Data,shopclues Result Data,386,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=67,NEW Samsung Galaxy S4 Earphone,215,,,,
,387,shopclues Result Data,shopclues Result Data,387,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=68,at sale EARPHONE SONY EX-300AP LISTEN CALMFULLY,249,,,,
,388,shopclues Result Data,shopclues Result Data,388,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=69,Strontium Nitro OTG Pendrive 16GB USB & Micro USB Port Pen....,630,,,,
,389,shopclues Result Data,shopclues Result Data,389,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=70,Sandisk 16GB Ultra Pendrive with Dual USB Drive with OTG Micro USB....,690,,,,
,390,shopclues Result Data,shopclues Result Data,390,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=71,NEW Sony Monitor HeadPhones MDR - ZX300AP With Mic,999,,,,
,391,shopclues Result Data,shopclues Result Data,391,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=72,Sony 10000 mah power bank,701,,,,
,392,shopclues Result Data,shopclues Result Data,392,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=73,Sony 10000 mah power bank,752,,,,
,393,shopclues Result Data,shopclues Result Data,393,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=74,sony 10000 mah power Bank,701,,,,
,394,shopclues Result Data,shopclues Result Data,394,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=75,Sony 10000 mah power bank,698,,,,
,395,shopclues Result Data,shopclues Result Data,395,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=76,Sony 10000 mah power bank,711,,,,
,396,shopclues Result Data,shopclues Result Data,396,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=77,Sony 10000 mah power bank,799,,,,
,397,shopclues Result Data,shopclues Result Data,397,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=78,Sony 10000 mah power bank,699,,,,
,398,shopclues Result Data,shopclues Result Data,398,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=79,Sony 10000 mah power bank,690,,,,
,399,shopclues Result Data,shopclues Result Data,399,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=80,Sony 10000 mah power bank,690,,,,
,400,shopclues Result Data,shopclues Result Data,400,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=81,Sony Power Bank 10000 mah,699,,,,
,401,shopclues Result Data,shopclues Result Data,401,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=82,Sony 10000 mah power bank,699,,,,
,402,shopclues Result Data,shopclues Result Data,402,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=83,Sony 10000 mah power bank,690,,,,
,403,shopclues Result Data,shopclues Result Data,403,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=84,Sony Power Bank 10000 mah,699,,,,
,404,shopclues Result Data,shopclues Result Data,404,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=85,LATEST NEW Bluedio I6 Bnluetooth Headset (Black),1921,,,,
,405,shopclues Result Data,shopclues Result Data,405,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=86,samsung 9000mah power bank,449,,,,
,406,shopclues Result Data,shopclues Result Data,406,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=87,Samsung 32GB MicroSDHC 32 GB Class 10 Evo Mobile Memory Card,999,,,,
,407,shopclues Result Data,shopclues Result Data,407,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=88,Samsung 9000mAh Power Bank,699,,,,
,408,shopclues Result Data,shopclues Result Data,408,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=89,Samsung 32GB MicroSDHC 32 GB Class 10 Evo Mobile Memory Card,949,,,,
,409,shopclues Result Data,shopclues Result Data,409,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=90,Samsung 32GB MicroSDHC 32 GB Class 10 Evo Mobile Memory Card,949,,,,
,410,shopclues Result Data,shopclues Result Data,410,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=91,Sony 10000 mah power bank,699,,,,
,411,shopclues Result Data,shopclues Result Data,411,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=92,Sony 10000 mah power bank,699,,,,
