_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,price,image,image/_source,image/_title,image/_alt
,1,shopclues Result Data,shopclues Result Data,1,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Xiaomi Redmi Note 4G - White - (6 Months Brand Warranty),7999,,,,
,2,shopclues Result Data,shopclues Result Data,2,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung 9060 Galaxy Grand Neo Plus-(6 Months Brand Warranty),7499,,,,
,3,shopclues Result Data,shopclues Result Data,3,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung Galaxy Tab 3 Neo Tablet-(6 Months Brand Warranty),7049,,,,
,4,shopclues Result Data,shopclues Result Data,4,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,OnePlus One (64GB Sandstone Black) - (Unboxed),17500,,,,
,5,shopclues Result Data,shopclues Result Data,5,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung Galaxy Tab 2 P3110 - White - (6 Months Brand Warranty),6779,,,,
,6,shopclues Result Data,shopclues Result Data,6,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung Galaxy S Duos 2 GT-S7582 - White - (6 Months Brand Warranty),5969,,,,
,7,shopclues Result Data,shopclues Result Data,7,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Asus Zenfone 4 8 GB with Soda Lime Glass - (6 Months Brand Warranty),5890,,,,
,8,shopclues Result Data,shopclues Result Data,8,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung P1010 Galaxy Tab Wi-Fi - 6 Months warranty,9499,,,,
,9,shopclues Result Data,shopclues Result Data,9,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,YNew Certified Micromax Canvas Doodle A111 (4GB White) - (6....,7449,,,,
,10,shopclues Result Data,shopclues Result Data,10,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,YNew Certified Micromax Canvas Magnus A117 (4GB Blue) - (6 months....,9149,,,,
,11,shopclues Result Data,shopclues Result Data,11,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,YNew Certified Micromax Canvas A110Q (4GB Black) - (6 months....,6549,,,,
,12,shopclues Result Data,shopclues Result Data,12,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,YNew Certified Karbonn Titanium S9 (4GB White) - (6 months Brand....,7149,,,,
,13,shopclues Result Data,shopclues Result Data,13,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Microsoft Lumia 535 - (6 Months Brand Warranty),6599,,,,
,14,shopclues Result Data,shopclues Result Data,14,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung Galaxy J1 - (6 Month Brand Warranty) 6 Months Brand Warranty,5499,,,,
,15,shopclues Result Data,shopclues Result Data,15,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Microsoft Lumia 535 - (6 Months Brand Warranty),5399,,,,
,16,shopclues Result Data,shopclues Result Data,16,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Ambrane A3 770 3G - (6 Months Brand Warranty),3499,,,,
,17,shopclues Result Data,shopclues Result Data,17,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung T531 Tab 4 Tablet (6 Months Brand Warranty),21499,,,,
,18,shopclues Result Data,shopclues Result Data,18,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Nokia Lumia 520 8 GB - (1 Year Brand Warranty),4999,,,,
,19,shopclues Result Data,shopclues Result Data,19,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Micromax Canvas Tab P666 - (6 Months Brand Warranty),7289,,,,
,20,shopclues Result Data,shopclues Result Data,20,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Nokia X2 Dual SIM (6 Months Brand Warranty),5799,,,,
,21,shopclues Result Data,shopclues Result Data,21,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung Galaxy TAB 3 Lite T110 - 6 Months Brand Warranty,8249,,,,
,22,shopclues Result Data,shopclues Result Data,22,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Motorola Moto X (2nd Generation) XT1092 32 GB - (6 Months Brand....,17999,,,,
,23,shopclues Result Data,shopclues Result Data,23,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Lava Xtron Z704 - (6 Months Brand Warranty) Silver,3899,,,,
,24,shopclues Result Data,shopclues Result Data,24,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Samsung Galaxy Tab 3 T211 Tablet Brand Warranty - (6 Months Brand....,10999,,,,
,25,shopclues Result Data,shopclues Result Data,25,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Nokia Lumia 630 Single Sim - (6 Months Brand Warranty),6499,,,,
,26,shopclues Result Data,shopclues Result Data,26,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Datawind UbiSlate 7C+ 4GB 2G - (6 Months Brand Warranty),2699,,,,
,27,shopclues Result Data,shopclues Result Data,27,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Karbonn A 34 lite Dual core 2G - (6 Months Brand Warranty),4499,,,,
,28,shopclues Result Data,shopclues Result Data,28,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Asus Zenfone 5 A501CG 8GB1.2 GHz Processor - (6 Months Brand....,7399,,,,
,29,shopclues Result Data,shopclues Result Data,29,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Lenovo X2-AP Gold 32 GB - (6 Months Brand Warranty),12499,,,,
,30,shopclues Result Data,shopclues Result Data,30,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Lenovo Tab 2 A7-10 8GB - (6 Months Brand Warranty),3999,,,,
,31,shopclues Result Data,shopclues Result Data,31,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Micromax Funbook P365 4GB Wifi Tablet - (6 Months Brand Warranty),3999,,,,
,32,shopclues Result Data,shopclues Result Data,32,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Karbonn A52 plus (6 Months Brand Warranty),2799,,,,
,33,shopclues Result Data,shopclues Result Data,33,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Nokia Lumia 730 - Dark Grey - (6 Months Brand Warranty),8499,,,,
,34,shopclues Result Data,shopclues Result Data,34,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Motorola Nexus 6 XT1100 32GB - (6 Months Brand Warranty),21999,,,,
,35,shopclues Result Data,shopclues Result Data,35,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Lenovo A536 - (6 Months Brand Warranty),5399,,,,
,36,shopclues Result Data,shopclues Result Data,36,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=0&dispatch=products.search&search_performed=Y&category=category_id%3A28970&cid=28970,Moto E Xt1022 - (6 Months Brand Warranty),4699,,,,
,37,shopclues Result Data,shopclues Result Data,37,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Micromax Unite 2 A106 4Gb - (6 Months Brand Warranty),4599,,,,
,38,shopclues Result Data,shopclues Result Data,38,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,HTC Desire 820S Milkyway Grey - (6 Months Brand Warranty),15999,,,,
,39,shopclues Result Data,shopclues Result Data,39,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Ambrane A-707 - (6 Months Brand Warranty),2099,,,,
,40,shopclues Result Data,shopclues Result Data,40,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Microsoft Lumia 640 8GB - (6 Months Brand Warranty),6499,,,,
,41,shopclues Result Data,shopclues Result Data,41,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,moto g x1068 (2nd gen) 16gb-(6 Months Brand Warranty),7899,,,,
,42,shopclues Result Data,shopclues Result Data,42,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Micromax Yuphoria YU5010 - (6 Month Manufacturer Warranty),6450,,,,
,43,shopclues Result Data,shopclues Result Data,43,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Xiaomi Mi 4i - 16GB - (6 Months Brand Warranty),9999,,,,
,44,shopclues Result Data,shopclues Result Data,44,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Galaxy Grand 2 SM-G7102 - Black-Refurbished 6 Months Brand....,11399,,,,
,45,shopclues Result Data,shopclues Result Data,45,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Galaxy S5 (Charcoal Black 16 GB)-Refurbished 6 Months....,21999,,,,
,46,shopclues Result Data,shopclues Result Data,46,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Galaxy Note 3 N9000 - (6 Months Brand Warranty),22349,,,,
,47,shopclues Result Data,shopclues Result Data,47,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung E500 Galaxy E5- (6 Months Brand Warranty),12399,,,,
,48,shopclues Result Data,shopclues Result Data,48,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Galaxy Core GT-I8262 - (6 Months Brand Warranty),6599,,,,
,49,shopclues Result Data,shopclues Result Data,49,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Galaxy A3 A300 - (6 Months Brand Warranty),11199,,,,
,50,shopclues Result Data,shopclues Result Data,50,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Oplus XonPad 7 - (6 Months Brand Warranty),9900,,,,
,51,shopclues Result Data,shopclues Result Data,51,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Karbonn Titanium Octane Plus 16Gb - (6 Months Brand Warranty),19390,,,,
,52,shopclues Result Data,shopclues Result Data,52,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Nokia Lumia 535 - (6 Months Brand Warranty),4400,,,,
,53,shopclues Result Data,shopclues Result Data,53,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Nokia 130 Black - (6 Months Brand Warranty),1799,,,,
,54,shopclues Result Data,shopclues Result Data,54,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Ace Nxt G-313 - (6 Months Brand Warranty),7890,,,,
,55,shopclues Result Data,shopclues Result Data,55,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Apple iPhone 6 - 128GB Silver,65972,,,,
,56,shopclues Result Data,shopclues Result Data,56,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Micromax Canvas Turbo A250 - (6 Months Brand Warranty) White,19000,,,,
,57,shopclues Result Data,shopclues Result Data,57,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Nokia Lumia 730 Dual Sim 8Gb - (6 Months Brand Warranty),17149,,,,
,58,shopclues Result Data,shopclues Result Data,58,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Xiaomi Mi 3 - (6 Months Brand Warranty),13199,,,,
,59,shopclues Result Data,shopclues Result Data,59,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Micromax Juice 2 Aq5001 8Gb - (6 Months Brand Warranty) Silver,9899,,,,
,60,shopclues Result Data,shopclues Result Data,60,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Beam I8530 - (6 Months Brand Warranty) Grey,19890,,,,
,61,shopclues Result Data,shopclues Result Data,61,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Metro B312 - (6 Months Brand Warranty) White,4899,,,,
,62,shopclues Result Data,shopclues Result Data,62,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,HTC DESIRE 620G - (6 Months Brand Warranty),10000,,,,
,63,shopclues Result Data,shopclues Result Data,63,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Motorola Nexus 6 XT1100 32GB - (6 Months Brand Warranty),28999,,,,
,64,shopclues Result Data,shopclues Result Data,64,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Apple iPad Mini With Wi-Fi + Cellular 16GB - (6 Months Brand Warranty),35800,,,,
,65,shopclues Result Data,shopclues Result Data,65,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Karbonn Titanium S1 Plus 4Gb - (6 Months Brand Warranty),7899,,,,
,66,shopclues Result Data,shopclues Result Data,66,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Karbonn Titanium S15 4Gb - (6 Months Brand Warranty),3499,,,,
,67,shopclues Result Data,shopclues Result Data,67,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Lenovo S650 - (6 Months Brand Warranty) Silver,15399,,,,
,68,shopclues Result Data,shopclues Result Data,68,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Micromax Canvas 2.2 A114 - (6 Months Brand Warranty) Black,9899,,,,
,69,shopclues Result Data,shopclues Result Data,69,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Micromax Canvas Doodle 3 A102 With 1Gb Ram 8Gb - (6 Months Brand....,11890,,,,
,70,shopclues Result Data,shopclues Result Data,70,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Micromax Canvas Duet II Eg111 4Gb - (6 Months Brand Warranty) Black,19899,,,,
,71,shopclues Result Data,shopclues Result Data,71,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Samsung Galaxy Y Gt-5360 - (6 Months Brand Warranty),10890,,,,
,72,shopclues Result Data,shopclues Result Data,72,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=2,Micromax Canvas Knight Cameo A290 8Gb - (6 Months Brand Warranty),14899,,,,
,73,shopclues Result Data,shopclues Result Data,73,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Tescom Turbo 2G - (6 Months Brand Warranty),4900,,,,
,74,shopclues Result Data,shopclues Result Data,74,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Apple Ipad Air (32Gb Wifi) - (6 Months Brand Warranty),28299,,,,
,75,shopclues Result Data,shopclues Result Data,75,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Lava Iris X1 Atom 4Gb - (6 Months Brand Warranty),4100,,,,
,76,shopclues Result Data,shopclues Result Data,76,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Lenovo A526 - (6 Months Brand Warranty),11899,,,,
,77,shopclues Result Data,shopclues Result Data,77,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Lenovo A600E - (6 Months Brand Warranty) Black,9899,,,,
,78,shopclues Result Data,shopclues Result Data,78,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax Bolt Q324 - (6 Months Brand Warranty) Blue,4599,,,,
,79,shopclues Result Data,shopclues Result Data,79,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax Canvas XL2 A109 4Gb - (6 Months Brand Warranty) White,11890,,,,
,80,shopclues Result Data,shopclues Result Data,80,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax Fire 2 A104 - (6 Months Brand Warranty) Silver,7899,,,,
,81,shopclues Result Data,shopclues Result Data,81,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax Canvas Fire 4 A107 8Gb - (6 Months Brand Warranty) Grey,8199,,,,
